"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","172.16.254.128","216.58.208.206","SSL","55","Continuation Data"
"11","3.496481","172.16.254.128","216.58.208.227","TLSv1.2","571","Client Hello"
"16","3.519774","216.58.208.227","172.16.254.128","TLSv1.2","207","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"17","3.561668","172.16.254.128","216.58.208.227","TLSv1.2","270","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"19","3.562470","172.16.254.128","216.58.208.227","TLSv1.2","571","Client Hello"
"21","3.581511","216.58.208.227","172.16.254.128","TLSv1.2","110","Application Data"
"22","3.582360","216.58.208.227","172.16.254.128","TLSv1.2","96","Application Data"
"24","3.612563","216.58.208.227","172.16.254.128","TLSv1.2","207","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"25","3.616229","172.16.254.128","216.58.208.227","TLSv1.2","270","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"27","3.642040","216.58.208.227","172.16.254.128","TLSv1.2","110","Application Data"
"28","3.642412","216.58.208.227","172.16.254.128","TLSv1.2","96","Application Data"
"30","3.812247","172.16.254.128","216.58.208.227","TLSv1.2","107","Application Data"
"31","3.812428","172.16.254.128","216.58.208.227","TLSv1.2","104","Application Data"
"34","3.812756","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"36","3.813159","172.16.254.128","216.58.208.227","TLSv1.2","92","Application Data"
"37","3.813310","172.16.254.128","216.58.208.227","TLSv1.2","565","Application Data"
"40","3.874016","216.58.208.227","172.16.254.128","TLSv1.2","92","Application Data"
"41","3.894909","216.58.208.227","172.16.254.128","TLSv1.2","229","Application Data"
"43","3.896996","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"44","3.896997","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"46","3.904201","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"47","3.914730","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"48","3.914731","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"49","3.914732","216.58.208.227","172.16.254.128","TLSv1.2","1334","Application Data"
"50","3.914732","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"51","3.914733","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"53","3.916040","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"54","3.916184","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"56","3.920124","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"57","3.920126","216.58.208.227","172.16.254.128","TLSv1.2","144","Application Data, Application Data"
"59","3.920688","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"61","3.926789","172.16.254.128","216.58.208.227","TLSv1.2","143","Application Data"
"68","3.972140","172.16.254.128","216.58.208.227","TLSv1.2","571","Client Hello"
"70","3.997711","216.58.208.227","172.16.254.128","TLSv1.2","203","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"71","3.998912","172.16.254.128","216.58.208.227","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"73","4.001241","172.16.254.128","216.58.208.227","TLSv1.2","107","Application Data"
"75","4.003440","216.58.208.227","172.16.254.128","TLSv1.2","169","Application Data"
"76","4.003706","172.16.254.128","216.58.208.227","TLSv1.2","104","Application Data"
"78","4.004161","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"80","4.005287","172.16.254.128","216.58.208.227","TLSv1.2","400","Application Data"
"82","4.013801","216.58.208.227","172.16.254.128","TLSv1.2","526","Application Data, Application Data"
"84","4.014471","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"86","4.020120","172.16.254.128","216.58.208.227","TLSv1.2","129","Application Data"
"87","4.020645","172.16.254.128","216.58.208.227","TLSv1.2","136","Application Data"
"90","4.026978","216.58.208.227","172.16.254.128","TLSv1.2","152","Application Data, Application Data"
"91","4.027619","172.16.254.128","216.58.208.227","TLSv1.2","92","Application Data"
"93","4.042985","216.58.208.227","172.16.254.128","TLSv1.2","92","Application Data"
"94","4.042986","216.58.208.227","172.16.254.128","TLSv1.2","305","Application Data"
"96","4.044031","216.58.208.227","172.16.254.128","TLSv1.2","853","Application Data"
"97","4.044032","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"99","4.044763","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"101","4.046619","172.16.254.128","216.58.208.227","TLSv1.2","140","Application Data"
"103","4.068659","172.16.254.128","216.58.208.227","TLSv1.2","245","Application Data"
"106","4.086123","216.58.208.227","172.16.254.128","TLSv1.2","267","Application Data"
"107","4.093495","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"108","4.093496","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"109","4.093497","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"110","4.093498","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"111","4.093498","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"112","4.093501","216.58.208.227","172.16.254.128","TLSv1.2","1154","Application Data"
"114","4.093971","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"115","4.094355","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"117","4.094615","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"118","4.095939","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"120","4.097132","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"121","4.097133","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"123","4.097747","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"124","4.097839","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"126","4.098320","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"127","4.100077","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"129","4.100526","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"130","4.100716","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"132","4.102604","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"133","4.102605","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"135","4.102985","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"136","4.113058","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"137","4.113060","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"138","4.113060","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"139","4.113061","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"140","4.113062","216.58.208.227","172.16.254.128","TLSv1.2","1096","Application Data"
"142","4.119097","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"143","4.119100","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"144","4.119101","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"145","4.119102","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"146","4.119103","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"147","4.119104","216.58.208.227","172.16.254.128","TLSv1.2","1208","Application Data[TCP segment of a reassembled PDU]"
"149","4.126599","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"150","4.126601","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"151","4.126602","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"153","4.127459","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"154","4.127460","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"156","4.179191","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"157","4.179193","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data, Application Data"
"158","4.179207","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"159","4.179208","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"160","4.179209","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"161","4.179210","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data, Application Data, Application Data"
"162","4.179211","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"163","4.179212","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"164","4.179213","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"165","4.179214","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"166","4.179214","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"167","4.179215","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"168","4.179216","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"169","4.179217","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"170","4.179218","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"171","4.179218","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data, Application Data, Application Data"
"172","4.179219","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"173","4.179220","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"174","4.179221","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"175","4.179222","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"176","4.179223","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"177","4.179224","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"178","4.179225","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"179","4.179225","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"180","4.179226","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"181","4.179227","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"182","4.179228","216.58.208.227","172.16.254.128","TLSv1.2","437","Application Data, Application Data, Application Data"
"185","4.181665","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"186","4.181842","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"189","4.182078","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"190","4.182508","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"193","4.185169","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"195","4.192186","172.16.254.128","216.58.208.227","TLSv1.2","143","Application Data"
"197","4.307645","216.58.208.227","172.16.254.128","TLSv1.2","104","Application Data"
"198","4.307830","216.58.208.227","172.16.254.128","TLSv1.2","512","Application Data, Application Data"
"200","4.308619","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"202","4.367695","172.16.254.128","216.58.208.227","TLSv1.2","210","Application Data"
"208","4.425219","216.58.208.227","172.16.254.128","TLSv1.2","623","Application Data, Application Data, Application Data"
"209","4.426481","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"211","4.462935","172.16.254.128","216.58.208.227","TLSv1.2","193","Application Data"
"213","4.469544","172.16.254.128","216.58.208.227","TLSv1.2","186","Application Data"
"219","4.546543","216.58.208.227","172.16.254.128","TLSv1.2","163","Application Data"
"220","4.546810","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"222","4.548086","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"223","4.551092","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"224","4.551094","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"225","4.551095","216.58.208.227","172.16.254.128","TLSv1.2","1334","Application Data"
"226","4.551096","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"228","4.552059","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"229","4.555095","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"230","4.555105","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"231","4.555113","216.58.208.227","172.16.254.128","TLSv1.2","1258","Application Data"
"233","4.561708","216.58.208.227","172.16.254.128","TLSv1.2","255","Application Data, Application Data, Application Data, Application Data"
"234","4.566698","172.16.254.128","216.58.208.227","TLSv1.2","211","Application Data"
"237","4.569878","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"239","4.570948","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"241","4.573085","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"243","4.606320","216.58.208.227","172.16.254.128","TLSv1.2","109","Application Data"
"244","4.611042","216.58.208.227","172.16.254.128","TLSv1.2","661","Application Data, Application Data"
"246","4.612788","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"248","4.681972","172.16.254.128","216.58.208.227","TLSv1.2","212","Application Data"
"250","4.717920","216.58.208.227","172.16.254.128","TLSv1.2","586","Application Data, Application Data, Application Data"
"251","4.720804","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"253","4.815181","172.16.254.128","216.58.208.227","TLSv1.2","212","Application Data"
"255","4.848437","216.58.208.227","172.16.254.128","TLSv1.2","576","Application Data, Application Data, Application Data"
"256","4.849211","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"258","5.059665","172.16.254.128","216.58.208.227","TLSv1.2","504","Application Data"
"261","5.082690","172.16.254.128","216.58.208.227","TLSv1.2","123","Application Data"
"262","5.083059","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"264","5.087633","216.58.208.227","172.16.254.128","TLSv1.2","138","Application Data, Application Data"
"266","5.089319","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"268","5.099048","216.58.208.227","172.16.254.128","TLSv1.2","211","Application Data"
"269","5.100116","216.58.208.227","172.16.254.128","TLSv1.2","1120","Application Data, Application Data"
"271","5.101799","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"273","5.237537","172.16.254.128","216.58.208.227","TLSv1.2","170","Application Data"
"275","5.290276","216.58.208.227","172.16.254.128","TLSv1.2","132","Application Data"
"276","5.293881","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"277","5.293882","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"278","5.293883","216.58.208.227","172.16.254.128","TLSv1.2","1334","Application Data"
"280","5.296368","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"281","5.296370","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"282","5.296370","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"284","5.297016","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"285","5.297485","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"287","5.301268","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"288","5.301268","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"289","5.301269","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"290","5.301271","216.58.208.227","172.16.254.128","TLSv1.2","992","Application Data"
"292","5.303284","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"293","5.303531","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"295","5.303955","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"296","5.304511","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"298","5.305420","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"299","5.311166","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"300","5.311172","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"301","5.311173","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"302","5.311175","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"303","5.311177","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"304","5.311178","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"305","5.311180","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"306","5.311181","216.58.208.227","172.16.254.128","TLSv1.2","89","Application Data"
"307","5.311182","216.58.208.227","172.16.254.128","TLSv1.2","100","Application Data"
"310","5.316469","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"311","5.316625","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"315","5.565192","172.16.254.128","216.58.208.227","TLSv1.2","447","Application Data"
"319","5.575451","172.16.254.128","216.58.208.227","TLSv1.2","571","Client Hello"
"321","5.597724","216.58.208.227","172.16.254.128","TLSv1.2","207","Server Hello, Change Cipher Spec, Hello Request, Hello Request"
"322","5.599928","172.16.254.128","216.58.208.227","TLSv1.2","270","Change Cipher Spec, Hello Request, Hello Request, Hello Request, Hello Request"
"324","5.600853","172.16.254.128","216.58.208.227","TLSv1.2","107","Application Data"
"326","5.601101","172.16.254.128","216.58.208.227","TLSv1.2","104","Application Data"
"327","5.601218","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"328","5.601589","172.16.254.128","216.58.208.227","TLSv1.2","379","Application Data"
"332","5.605753","216.58.208.227","172.16.254.128","TLSv1.2","123","Application Data"
"333","5.609480","216.58.208.227","172.16.254.128","TLSv1.2","138","Application Data, Application Data"
"335","5.610049","216.58.208.227","172.16.254.128","TLSv1.2","110","Application Data"
"336","5.610593","172.16.254.128","216.58.208.227","TLSv1.2","100","Application Data"
"337","5.610865","216.58.208.227","172.16.254.128","TLSv1.2","96","Application Data"
"340","5.611691","172.16.254.128","216.58.208.227","TLSv1.2","92","Application Data"
"342","5.627734","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"343","5.627735","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"344","5.627736","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"345","5.627736","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"346","5.627737","216.58.208.227","172.16.254.128","TLSv1.2","1503","Application Data, Application Data"
"348","5.628225","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"349","5.628226","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"351","5.628763","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"352","5.631106","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"353","5.631107","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"354","5.631108","216.58.208.227","172.16.254.128","TLSv1.2","1352","Application Data[TCP segment of a reassembled PDU]"
"356","5.632153","216.58.208.227","172.16.254.128","TLSv1.2","1436","Application Data"
"357","5.633084","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"358","5.633085","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"360","5.633194","216.58.208.227","172.16.254.128","TLSv1.2","1418","Application Data"
"361","5.635362","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"362","5.635364","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"363","5.635364","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"364","5.635365","216.58.208.227","172.16.254.128","TLSv1.2","1274","Application Data"
"366","5.635473","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"367","5.635999","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"369","5.637136","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"370","5.637137","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"371","5.637138","216.58.208.227","172.16.254.128","TLSv1.2","1336","Application Data"
"373","5.637448","216.58.208.227","172.16.254.128","TLSv1.2","1454","Application Data"
"374","5.638608","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data"
"375","5.638609","216.58.208.227","172.16.254.128","TLSv1.2","1394","Application Data"
"377","5.638767","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data"
"378","5.639562","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"379","5.639563","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"381","5.642309","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"383","5.661365","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"384","5.668075","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"386","5.676381","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"387","5.676384","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"388","5.676386","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"389","5.676387","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"390","5.676389","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"391","5.676390","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"392","5.676392","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"393","5.677321","216.58.208.227","172.16.254.128","TLSv1.2","1178","Application Data[TCP segment of a reassembled PDU]"
"394","5.677323","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"395","5.677324","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"396","5.677325","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"397","5.677326","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"398","5.677327","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"399","5.677329","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"402","5.678883","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"403","5.680582","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"404","5.680583","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"406","5.684634","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"407","5.684723","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"409","5.685261","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"410","5.688934","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"411","5.688936","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"413","5.689581","172.16.254.128","216.58.208.227","TLSv1.2","96","Application Data"
"414","5.695855","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"415","5.695858","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"416","5.695859","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"417","5.695859","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"418","5.695860","216.58.208.227","172.16.254.128","TLSv1.2","1304","Application Data[TCP segment of a reassembled PDU]"
"420","5.696043","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"421","5.697535","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"423","5.698256","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"424","5.698257","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"426","5.698530","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"427","5.704119","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"428","5.704121","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"429","5.704122","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"430","5.704123","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"431","5.704124","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"432","5.704125","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"433","5.704126","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"434","5.704127","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"435","5.704128","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data, Application Data"
"436","5.704129","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"437","5.704132","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"438","5.704136","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"442","5.706692","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
"443","5.706693","216.58.208.227","172.16.254.128","TLSv1.2","1514","Application Data[TCP segment of a reassembled PDU]"
"444","5.706694","216.58.208.227","172.16.254.128","TLSv1.2","1430","Application Data[TCP segment of a reassembled PDU]"
"445","5.706695","216.58.208.227","172.16.254.128","TLSv1.2","1472","Application Data[TCP segment of a reassembled PDU]"
